age,experience,education_years,heures_semaine,nb_projets,evaluation_performance,anciennete_entreprise,niveau_education,departement,poste,ville,secteur,taille_entreprise,salaire_annuel
50,4,8,35,2.0,6.7,0,Doctorat,IT,Junior,Autres,Tech,Grande Entreprise,85200.0
36,7,5,37,7.0,6.1,1,Master,Marketing,Senior,Autres,Industrie,Grande Entreprise,128500.0
26,0,4,36,0.0,4.1,0,Master,Finance,Junior,Paris,Santé,Startup,56100.0
34,7,2,46,10.0,5.8,2,Licence,IT,Directeur,Paris,Santé,Startup,250000.0
43,7,2,47,10.0,6.5,0,Licence,Finance,Manager,Lyon,Finance,ETI,204600.0
41,9,5,39,4.0,5.7,3,Master,Finance,Intermédiaire,Paris,Services,PME,116900.0
23,0,0,37,1.0,6.0,0,Bac,Finance,Junior,Paris,Tech,Grande Entreprise,56500.0
30,2,4,36,6.0,5.7,0,Licence,Finance,Intermédiaire,Lyon,Finance,PME,71600.0
26,0,5,36,2.0,4.7,0,Master,Finance,Junior,Autres,Finance,Startup,50500.0
33,0,3,43,4.0,3.8,0,Licence,Marketing,Intermédiaire,Lyon,Industrie,Grande Entreprise,54500.0
25,1,4,38,5.0,7.3,0,Licence,Finance,Junior,Autres,Tech,Grande Entreprise,59500.0
30,4,4,37,4.0,4.6,0,Master,Ventes,Junior,Toulouse,Tech,Grande Entreprise,80200.0
33,2,6,40,4.0,5.6,0,Master,Marketing,Intermédiaire,Paris,Industrie,ETI,83500.0
38,5,4,38,5.0,5.4,2,Licence,R&D,Senior,Toulouse,Services,Grande Entreprise,110700.0
27,3,4,39,4.0,6.9,0,Licence,R&D,Intermédiaire,Marseille,Industrie,PME,73700.0
49,5,4,36,10.0,7.4,2,Master,Marketing,Directeur,Lyon,Services,Grande Entreprise,213800.0
28,0,0,39,5.0,7.7,0,Bac,IT,Junior,Paris,Santé,ETI,45100.0
43,5,0,36,7.0,7.9,0,Bac,Finance,Senior,Autres,Tech,PME,101100.0
28,1,5,37,5.0,4.8,0,Master,IT,Junior,Marseille,Tech,Grande Entreprise,70300.0
32,1,4,38,1.0,4.6,0,Licence,IT,Junior,Paris,Finance,Grande Entreprise,72000.0
44,8,5,35,1.0,7.5,1,Master,Marketing,Intermédiaire,Autres,Industrie,Startup,80200.0
34,1,8,38,2.0,3.7,0,Doctorat,Marketing,Junior,Paris,Santé,PME,68000.0
32,2,3,39,2.0,7.1,0,Licence,IT,Junior,Lyon,Santé,PME,47300.0
40,3,4,43,6.0,,0,Licence,IT,Manager,Paris,Finance,PME,157200.0
38,1,5,40,3.0,6.8,0,Master,Marketing,Junior,Paris,Finance,Grande Entreprise,78600.0
27,2,0,49,12.0,7.2,0,Bac,Marketing,Manager,Marseille,Tech,PME,105300.0
43,1,2,36,2.0,6.3,0,Licence,RH,Junior,Paris,Tech,PME,44300.0
24,0,2,42,1.0,5.3,0,Licence,R&D,Junior,Paris,Tech,PME,54100.0
23,0,4,37,7.0,5.7,0,Master,Finance,Intermédiaire,Marseille,Finance,Grande Entreprise,83800.0
41,3,2,38,4.0,5.7,1,Licence,Finance,Intermédiaire,Autres,Services,ETI,67800.0
32,2,8,44,15.0,5.7,0,Doctorat,R&D,Manager,Lyon,Santé,PME,167000.0
44,8,0,40,4.0,,3,Bac,IT,Senior,Autres,Santé,ETI,102900.0
33,4,6,42,4.0,7.8,1,Master,R&D,Intermédiaire,Toulouse,Tech,PME,100000.0
49,5,9,37,9.0,6.6,0,Doctorat,Finance,Senior,Paris,Finance,PME,189000.0
49,12,4,46,9.0,8.0,3,Master,IT,Directeur,Autres,Finance,Grande Entreprise,250000.0
44,8,5,37,6.0,6.3,1,Master,IT,Senior,Paris,Industrie,Startup,139600.0
39,0,7,40,4.0,4.8,0,Doctorat,R&D,Junior,Paris,Industrie,PME,69000.0
47,3,6,39,5.0,6.1,0,Master,Finance,Intermédiaire,Autres,Tech,Grande Entreprise,103600.0
23,0,3,35,4.0,5.7,0,Licence,Ventes,Intermédiaire,Autres,Santé,PME,46600.0
39,3,0,40,1.0,4.3,1,Bac,Finance,Junior,Marseille,Finance,PME,51600.0
27,1,0,38,3.0,4.8,0,Bac,R&D,Intermédiaire,Paris,Services,ETI,58900.0
47,1,2,41,1.0,4.5,0,Licence,Finance,Junior,Lyon,Tech,Startup,46200.0
41,8,3,38,4.0,6.2,2,Licence,Finance,Intermédiaire,Autres,Finance,PME,104300.0
51,3,5,40,8.0,4.5,0,Master,Marketing,Senior,Paris,Santé,PME,109800.0
32,1,5,36,0.0,3.6,0,Master,IT,Junior,Paris,Finance,ETI,74700.0
30,2,9,40,2.0,6.0,0,Doctorat,R&D,Intermédiaire,Autres,Finance,PME,100500.0
44,9,3,40,4.0,,3,Licence,Marketing,Senior,Autres,Tech,Grande Entreprise,143900.0
43,9,6,35,4.0,6.2,5,Master,Marketing,Intermédiaire,Paris,Tech,Grande Entreprise,151500.0
25,0,3,39,1.0,7.4,0,Licence,IT,Junior,Autres,Finance,PME,46400.0
47,8,3,41,5.0,5.3,1,Licence,IT,Senior,Autres,Finance,Startup,123700.0
46,10,3,40,3.0,6.0,3,Licence,IT,Senior,Marseille,Tech,ETI,163100.0
34,6,4,40,6.0,6.2,1,Licence,Finance,Senior,Toulouse,Services,ETI,106400.0
44,5,1,36,6.0,5.5,1,Bac,IT,Intermédiaire,Paris,Finance,Grande Entreprise,103800.0
32,2,6,41,1.0,5.3,0,Master,Finance,Junior,Lyon,Santé,ETI,65100.0
38,1,4,41,3.0,5.0,0,Licence,Finance,Intermédiaire,Autres,Finance,ETI,71800.0
36,2,2,36,3.0,6.5,0,Licence,R&D,Junior,Autres,Tech,Startup,51400.0
55,19,4,43,7.0,8.5,5,Licence,Ventes,Manager,Paris,Industrie,ETI,250000.0
37,3,6,38,4.0,4.1,1,Master,R&D,Intermédiaire,Paris,Industrie,ETI,91200.0
27,1,4,39,3.0,9.1,0,Master,Finance,Intermédiaire,Autres,Tech,ETI,93900.0
30,2,0,39,2.0,5.1,0,Bac,Finance,Intermédiaire,Paris,Finance,PME,71300.0
33,1,1,39,5.0,5.6,0,Bac,Finance,Junior,Paris,Services,PME,41900.0
29,1,2,39,1.0,3.5,0,Licence,Marketing,Junior,Autres,Santé,Grande Entreprise,42300.0
47,2,6,37,0.0,5.5,0,Master,R&D,Junior,Marseille,Tech,Grande Entreprise,72200.0
25,0,4,35,0.0,4.8,0,Master,R&D,Junior,Paris,Tech,Grande Entreprise,75800.0
42,6,3,38,2.0,8.2,0,Licence,RH,Intermédiaire,Paris,Tech,ETI,101700.0
43,8,4,38,6.0,6.0,2,Master,Finance,Senior,Lyon,Santé,Startup,137100.0
42,6,6,42,1.0,7.6,1,Master,R&D,Intermédiaire,Autres,Finance,Grande Entreprise,128700.0
28,1,3,36,1.0,6.2,0,Licence,RH,Junior,Autres,Tech,PME,38200.0
38,7,3,35,4.0,7.4,0,Licence,Marketing,Senior,Lyon,Industrie,Grande Entreprise,134000.0
41,1,4,42,0.0,4.5,0,Master,Finance,Junior,Autres,Santé,PME,53500.0
34,0,0,46,2.0,4.6,0,Bac,Ventes,Intermédiaire,Autres,Finance,PME,48000.0
40,5,7,38,11.0,6.0,1,Doctorat,IT,Senior,Lyon,Tech,PME,133200.0
23,0,4,40,3.0,6.8,0,Licence,RH,Junior,Autres,Tech,Grande Entreprise,43500.0
30,2,5,47,2.0,5.7,0,Master,Finance,Junior,Paris,Tech,PME,86900.0
39,3,8,39,5.0,6.3,1,Doctorat,IT,Intermédiaire,Toulouse,Tech,PME,108400.0
35,5,0,35,11.0,5.8,2,Bac,IT,Senior,Paris,Industrie,ETI,115200.0
27,3,7,36,5.0,6.1,0,Doctorat,R&D,Intermédiaire,Paris,Finance,Grande Entreprise,154500.0
39,2,1,39,,5.5,1,Bac,Ventes,Intermédiaire,Toulouse,Finance,Startup,59100.0
38,5,2,40,7.0,6.7,0,Licence,IT,Manager,Autres,Finance,Grande Entreprise,174500.0
22,0,1,41,1.0,8.1,0,Bac,R&D,Junior,Paris,Services,Grande Entreprise,47700.0
40,2,4,37,3.0,5.5,0,Master,RH,Junior,Autres,Finance,Grande Entreprise,62000.0
41,2,6,37,,8.8,0,Master,Finance,Senior,Lyon,Finance,PME,143700.0
44,11,2,39,5.0,7.8,1,Licence,Ventes,Manager,Autres,Industrie,PME,156900.0
23,0,4,35,4.0,6.6,0,Master,IT,Intermédiaire,Paris,Services,ETI,81000.0
25,1,2,39,1.0,4.3,0,Licence,RH,Junior,Autres,Finance,Startup,36500.0
25,0,4,42,2.0,4.2,0,Licence,RH,Junior,Paris,Services,ETI,36700.0
26,1,3,40,3.0,4.3,0,Licence,Finance,Junior,Autres,Finance,Grande Entreprise,61400.0
38,1,6,44,5.0,6.8,0,Master,Marketing,Intermédiaire,Lyon,Tech,Startup,67100.0
45,2,4,41,5.0,7.1,0,Master,RH,Intermédiaire,Autres,Tech,Startup,66700.0
31,2,0,38,2.0,6.9,0,Bac,Marketing,Intermédiaire,Autres,Services,Grande Entreprise,55400.0
41,6,3,43,3.0,5.3,2,Licence,Finance,Intermédiaire,Toulouse,Services,Grande Entreprise,89400.0
29,3,2,35,7.0,7.2,0,Licence,IT,Intermédiaire,Lyon,Industrie,ETI,70200.0
28,0,4,38,3.0,4.1,0,Licence,RH,Junior,Paris,Finance,Startup,45000.0
44,3,4,36,3.0,4.8,0,Licence,Marketing,Senior,Toulouse,Industrie,Startup,71300.0
32,2,9,40,5.0,3.3,0,Doctorat,IT,Junior,Autres,Tech,Grande Entreprise,77900.0
26,0,4,41,6.0,4.9,0,Licence,IT,Intermédiaire,Autres,Services,Startup,42100.0
42,1,2,39,2.0,7.4,0,Licence,Ventes,Junior,Paris,Tech,Grande Entreprise,67600.0
43,5,3,35,5.0,6.6,1,Licence,Marketing,Intermédiaire,Paris,Finance,ETI,111700.0
25,1,3,38,2.0,,0,Licence,Marketing,Junior,Toulouse,Finance,Grande Entreprise,50300.0
32,2,4,54,8.0,5.0,0,Master,Marketing,Manager,Lyon,Santé,Startup,122400.0
30,0,9,38,3.0,6.3,0,Doctorat,Finance,Intermédiaire,Lyon,Santé,PME,85800.0
34,5,5,36,8.0,4.9,2,Master,RH,Senior,Lyon,Industrie,ETI,90900.0
29,1,6,42,2.0,7.6,0,Master,IT,Junior,Lyon,Services,Startup,50800.0
35,3,6,39,2.0,6.4,1,Master,IT,Junior,Paris,Finance,Grande Entreprise,96100.0
32,2,4,37,6.0,5.7,0,Licence,IT,Intermédiaire,Paris,Tech,PME,75700.0
34,0,4,35,1.0,4.7,0,Master,Finance,Junior,Paris,Santé,Grande Entreprise,80600.0
39,6,5,41,5.0,5.1,4,Master,Finance,Intermédiaire,Marseille,Tech,PME,95400.0
23,0,2,41,3.0,4.6,0,Licence,Ventes,Junior,Paris,Finance,PME,51000.0
40,1,0,38,2.0,5.9,0,Bac,Finance,Junior,Lyon,Santé,PME,40400.0
43,3,2,35,3.0,4.9,0,Licence,IT,Intermédiaire,Autres,Services,ETI,62600.0
25,1,2,37,0.0,5.3,0,Licence,Marketing,Junior,Marseille,Tech,PME,41200.0
46,10,2,38,5.0,6.7,1,Licence,Ventes,Senior,Autres,Finance,Grande Entreprise,166700.0
53,10,5,41,4.0,7.9,0,Master,IT,Senior,Autres,Tech,Grande Entreprise,175200.0
28,2,6,49,7.0,6.2,0,Master,IT,Manager,Autres,Tech,ETI,163300.0
34,3,4,42,8.0,6.6,0,Licence,Marketing,Manager,Paris,Services,Grande Entreprise,150800.0
29,0,0,35,2.0,7.7,0,Bac,Marketing,Junior,Toulouse,Finance,Startup,40900.0
47,3,3,36,4.0,3.2,0,Licence,Marketing,Intermédiaire,Toulouse,Finance,ETI,70400.0
48,5,6,41,8.0,5.6,2,Master,Ventes,Senior,Paris,Santé,Grande Entreprise,168300.0
38,6,6,40,4.0,5.7,2,Master,Finance,Intermédiaire,Marseille,Finance,Startup,102900.0
45,7,2,41,8.0,5.5,0,Licence,Finance,Senior,Autres,Finance,Grande Entreprise,145200.0
22,0,3,36,4.0,5.3,0,Licence,R&D,Junior,Paris,Tech,PME,56800.0
36,2,4,39,3.0,7.8,0,Master,Ventes,Intermédiaire,Marseille,Tech,ETI,83900.0
25,0,3,39,1.0,4.8,0,Licence,Marketing,Junior,Lyon,Finance,ETI,45800.0
37,3,7,36,5.0,5.1,1,Doctorat,R&D,Senior,Toulouse,Tech,ETI,147800.0
42,4,0,39,5.0,5.7,0,Bac,Finance,Intermédiaire,Autres,Tech,Grande Entreprise,83400.0
41,7,4,38,9.0,7.0,1,Licence,Finance,Directeur,Toulouse,Tech,Startup,220400.0
37,2,5,40,4.0,6.3,1,Master,Marketing,Intermédiaire,Autres,Finance,ETI,80200.0
32,1,5,39,7.0,3.4,0,Master,R&D,Intermédiaire,Paris,Tech,ETI,94700.0
43,4,4,38,6.0,5.9,0,Master,RH,Intermédiaire,Autres,Services,PME,58200.0
40,7,4,38,1.0,5.7,1,Licence,Ventes,Intermédiaire,Paris,Services,Startup,79200.0
38,0,7,39,7.0,7.7,0,Doctorat,Finance,Intermédiaire,Toulouse,Tech,Grande Entreprise,118000.0
38,4,4,38,3.0,6.7,1,Licence,Ventes,Junior,Lyon,Services,Grande Entreprise,60300.0
35,5,2,44,16.0,5.9,0,Licence,Ventes,Directeur,Toulouse,Services,Startup,144600.0
22,0,4,37,3.0,5.2,0,Master,Finance,Junior,Paris,Tech,PME,68300.0
40,6,1,36,6.0,7.5,0,Bac,Marketing,Intermédiaire,Marseille,Santé,Startup,68200.0
35,5,3,40,3.0,7.7,0,Licence,Finance,Intermédiaire,Marseille,Tech,ETI,95400.0
36,2,4,35,6.0,3.8,0,Licence,Finance,Intermédiaire,Marseille,Industrie,Grande Entreprise,73500.0
41,2,8,54,6.0,5.9,0,Doctorat,Finance,Manager,Autres,Finance,Grande Entreprise,217700.0
37,3,4,38,9.0,5.7,0,Licence,Finance,Senior,Autres,Tech,PME,95800.0
44,4,9,41,8.0,6.7,0,Doctorat,R&D,Manager,Paris,Services,Grande Entreprise,217200.0
40,4,5,43,2.0,6.6,1,Master,RH,Junior,Autres,Industrie,Grande Entreprise,60600.0
38,5,0,40,4.0,6.8,1,Bac,Ventes,Intermédiaire,Paris,Tech,Grande Entreprise,100000.0
43,0,5,44,3.0,4.6,0,Master,Finance,Junior,Autres,Finance,Grande Entreprise,67400.0
26,0,4,39,4.0,6.3,0,Licence,IT,Junior,Paris,Santé,ETI,53900.0
27,1,4,39,2.0,4.3,0,Master,IT,Junior,Lyon,Tech,PME,58000.0
41,3,7,43,1.0,6.2,0,Doctorat,R&D,Junior,Paris,Services,ETI,89400.0
26,0,6,36,3.0,4.3,0,Master,IT,Junior,Autres,Santé,Grande Entreprise,50500.0
40,1,2,39,2.0,4.9,0,Licence,Ventes,Junior,Lyon,Tech,Grande Entreprise,54200.0
39,7,8,44,5.0,4.6,1,Doctorat,R&D,Senior,Paris,Tech,Startup,166700.0
44,10,4,42,12.0,5.4,1,Licence,Finance,Senior,Paris,Tech,Grande Entreprise,199800.0
33,4,4,41,6.0,5.9,2,Licence,Finance,Intermédiaire,Autres,Finance,Startup,77200.0
39,8,2,50,11.0,5.6,3,Licence,RH,Manager,Lyon,Tech,ETI,175500.0
27,1,5,37,1.0,5.5,0,Master,Marketing,Junior,Autres,Finance,Startup,51100.0
40,0,6,38,2.0,6.6,0,Master,Finance,Junior,Autres,Services,ETI,53800.0
31,1,4,37,0.0,6.9,0,Licence,R&D,Junior,Paris,Finance,ETI,76100.0
39,8,9,38,3.0,6.8,2,Doctorat,Finance,Senior,Autres,Tech,Grande Entreprise,203600.0
50,13,0,43,9.0,6.8,2,Bac,R&D,Manager,Paris,Santé,PME,229400.0
37,6,0,38,4.0,5.1,1,Bac,Marketing,Intermédiaire,Paris,Santé,PME,76600.0
33,3,8,35,5.0,5.1,0,Doctorat,Finance,Senior,Paris,Tech,ETI,165600.0
37,1,2,36,2.0,4.5,0,Licence,IT,Junior,Paris,Tech,PME,56800.0
38,1,5,36,2.0,6.1,0,Master,IT,Junior,Paris,Santé,Startup,63300.0
22,0,2,37,3.0,6.4,0,Licence,Marketing,Junior,Paris,Finance,PME,53600.0
46,11,7,40,8.0,8.0,3,Doctorat,IT,Senior,Paris,Finance,ETI,250000.0
22,0,1,37,3.0,5.0,0,Bac,IT,Junior,Paris,Finance,ETI,48400.0
32,2,6,37,6.0,6.0,0,Master,Marketing,Senior,Autres,Services,Grande Entreprise,90100.0
39,0,5,35,5.0,3.3,0,Master,IT,Intermédiaire,Paris,Tech,PME,84100.0
34,2,4,35,4.0,6.5,0,Master,IT,Intermédiaire,Lyon,Tech,Startup,79400.0
31,2,4,53,12.0,8.4,0,Licence,IT,Manager,Marseille,Finance,ETI,157000.0
37,2,5,40,2.0,6.6,0,Master,Marketing,Intermédiaire,Autres,Tech,ETI,72000.0
32,2,5,41,3.0,6.1,0,Master,Marketing,Intermédiaire,Paris,Finance,Startup,81600.0
38,0,2,39,0.0,4.2,0,Licence,IT,Junior,Lyon,Services,Grande Entreprise,45200.0
39,8,2,39,2.0,6.9,0,Licence,IT,Intermédiaire,Paris,Services,Grande Entreprise,102300.0
28,2,6,38,9.0,3.8,0,Master,Finance,Senior,Lyon,Tech,PME,103700.0
28,0,6,43,3.0,6.3,0,Master,Finance,Intermédiaire,Autres,Tech,Grande Entreprise,78500.0
43,4,0,37,4.0,6.4,1,Bac,R&D,Intermédiaire,Autres,Finance,ETI,76500.0
42,3,4,38,4.0,7.6,0,Master,Marketing,Intermédiaire,Autres,Industrie,Grande Entreprise,81500.0
36,6,6,39,6.0,7.8,0,Master,RH,Senior,Autres,Santé,PME,94100.0
31,4,4,39,3.0,8.2,1,Licence,RH,Intermédiaire,Autres,Finance,ETI,75600.0
35,2,2,43,6.0,6.5,0,Licence,Marketing,Intermédiaire,Paris,Services,Startup,63300.0
35,2,8,42,3.0,5.2,1,Doctorat,IT,Intermédiaire,Paris,Industrie,ETI,114500.0
34,2,7,37,2.0,4.0,0,Doctorat,Finance,Intermédiaire,Autres,Tech,PME,97000.0
38,4,6,44,4.0,4.4,0,Master,R&D,Intermédiaire,Paris,Tech,PME,105400.0
24,1,3,38,4.0,6.3,0,Licence,IT,Junior,Paris,Industrie,PME,51800.0
38,4,4,39,4.0,7.7,0,Master,IT,Intermédiaire,Lyon,Tech,ETI,107700.0
34,3,5,42,3.0,5.7,0,Master,RH,Junior,Toulouse,Tech,Grande Entreprise,70200.0
30,2,9,39,4.0,6.7,0,Doctorat,IT,Intermédiaire,Marseille,Finance,ETI,118900.0
47,0,2,42,3.0,7.8,0,Licence,Finance,Junior,Paris,Tech,PME,59200.0
37,1,6,39,4.0,6.2,0,Master,IT,Senior,Autres,Tech,Grande Entreprise,116600.0
26,1,2,39,3.0,3.9,0,Licence,RH,Junior,Autres,Tech,ETI,40600.0
37,3,3,39,5.0,6.0,0,Licence,Ventes,Intermédiaire,Autres,Finance,PME,78700.0
30,3,0,39,8.0,6.2,0,Bac,R&D,Senior,Autres,Finance,PME,84500.0
23,0,5,38,5.0,4.9,0,Master,RH,Intermédiaire,Lyon,Finance,Grande Entreprise,71600.0
22,0,3,40,0.0,6.5,0,Licence,Marketing,Junior,Autres,Tech,Grande Entreprise,42800.0
26,1,3,41,3.0,5.2,0,Licence,IT,Junior,Paris,Tech,PME,56900.0
22,0,5,36,1.0,6.1,0,Master,RH,Junior,Toulouse,Tech,Startup,45600.0
30,2,0,35,8.0,5.8,0,Bac,Ventes,Senior,Paris,Santé,PME,76300.0
24,0,1,36,4.0,5.4,0,Bac,R&D,Intermédiaire,Paris,Services,Grande Entreprise,60000.0
39,4,7,35,5.0,8.2,0,Doctorat,R&D,Intermédiaire,Autres,Industrie,Grande Entreprise,118700.0
22,0,0,37,1.0,6.6,0,Bac,IT,Junior,Autres,Tech,PME,34700.0
34,4,0,41,3.0,6.5,1,Bac,Ventes,Intermédiaire,Lyon,Services,PME,55600.0
42,7,4,44,6.0,4.2,2,Licence,Marketing,Senior,Paris,Tech,PME,116800.0
42,5,2,43,6.0,5.0,1,Licence,IT,Intermédiaire,Marseille,Tech,Grande Entreprise,96000.0
44,5,9,43,9.0,8.4,0,Doctorat,Finance,Manager,Lyon,Industrie,PME,187800.0
22,0,0,41,0.0,6.2,0,Bac,Ventes,Intermédiaire,Autres,Tech,PME,44700.0
39,1,2,40,1.0,4.8,0,Licence,RH,Junior,Toulouse,Services,PME,34200.0
31,3,3,39,0.0,6.0,1,Licence,IT,Junior,Autres,Industrie,Startup,46100.0
36,3,7,35,3.0,6.7,0,Doctorat,IT,Intermédiaire,Paris,Santé,PME,112200.0
45,4,2,35,0.0,6.2,0,Licence,RH,Junior,Autres,Industrie,PME,40400.0
40,10,2,36,4.0,8.6,4,Licence,R&D,Intermédiaire,Lyon,Industrie,PME,108800.0
37,7,4,40,6.0,6.0,2,Licence,IT,Manager,Paris,Tech,PME,189100.0
44,6,9,40,4.0,5.4,0,Doctorat,R&D,Intermédiaire,Lyon,Industrie,PME,106900.0
33,2,4,36,4.0,,0,Master,Ventes,Senior,Autres,Services,ETI,86800.0
25,0,3,41,6.0,6.9,0,Licence,Marketing,Junior,Lyon,Tech,ETI,50300.0
29,0,5,37,3.0,7.1,0,Master,IT,Intermédiaire,Autres,Santé,Grande Entreprise,80900.0
34,7,4,38,3.0,7.3,1,Licence,IT,Intermédiaire,Autres,Finance,Grande Entreprise,114200.0
22,0,5,35,2.0,5.7,0,Master,Finance,Junior,Paris,Finance,Grande Entreprise,89800.0
22,0,4,39,4.0,5.4,0,Master,IT,Junior,Marseille,Tech,PME,56600.0
22,0,4,35,0.0,4.7,0,Licence,Marketing,Junior,Paris,Services,PME,39600.0
44,5,8,35,9.0,6.3,1,Doctorat,IT,Senior,Paris,Tech,Startup,184700.0
24,0,2,37,1.0,5.5,0,Licence,RH,Junior,Autres,Services,ETI,32800.0
29,0,4,36,1.0,6.6,0,Licence,Finance,Intermédiaire,Paris,Industrie,PME,61600.0
27,1,1,38,5.0,5.7,0,Bac,RH,Junior,Autres,Tech,Grande Entreprise,35500.0
35,5,2,39,7.0,7.2,0,Licence,RH,Senior,Paris,Industrie,Startup,88700.0
47,4,5,40,5.0,7.7,1,Master,RH,Intermédiaire,Paris,Santé,PME,82900.0
33,1,6,40,2.0,5.0,0,Master,RH,Junior,Toulouse,Services,Startup,40000.0
40,3,4,41,5.0,6.2,0,Licence,IT,Senior,Toulouse,Santé,ETI,100500.0
51,3,2,38,6.0,4.8,1,Licence,R&D,Senior,Paris,Industrie,Grande Entreprise,122800.0
38,3,3,44,4.0,5.1,1,Licence,Marketing,Intermédiaire,Paris,Finance,PME,71800.0
33,3,4,36,10.0,7.5,0,Master,R&D,Senior,Autres,Santé,Startup,96500.0
35,4,0,39,3.0,6.3,0,Bac,Finance,Intermédiaire,Paris,Santé,Startup,77300.0
22,0,2,42,1.0,5.2,0,Licence,RH,Junior,Paris,Industrie,Grande Entreprise,48300.0
32,2,6,41,5.0,5.8,0,Master,IT,Manager,Paris,Tech,PME,161000.0
25,1,1,42,4.0,4.0,0,Bac,IT,Intermédiaire,Paris,Industrie,PME,53700.0
29,1,3,41,1.0,4.5,0,Licence,IT,Intermédiaire,Paris,Finance,Grande Entreprise,89400.0
40,6,4,44,4.0,5.4,0,Master,IT,Intermédiaire,Paris,Finance,PME,132600.0
27,0,6,36,2.0,5.4,0,Master,Finance,Junior,Paris,Services,PME,56400.0
38,5,8,37,3.0,5.8,1,Doctorat,IT,Senior,Autres,Finance,PME,119600.0
30,2,3,43,6.0,8.7,0,Licence,Marketing,Intermédiaire,Paris,Santé,ETI,79300.0
40,8,5,41,5.0,8.2,0,Master,IT,Intermédiaire,Paris,Industrie,Grande Entreprise,153100.0
36,3,2,43,2.0,5.9,1,Licence,R&D,Intermédiaire,Paris,Services,PME,72800.0
31,2,0,39,3.0,5.0,0,Bac,RH,Intermédiaire,Autres,Services,ETI,43800.0
22,0,1,37,6.0,7.7,0,Bac,Marketing,Intermédiaire,Paris,Santé,Grande Entreprise,60700.0
30,5,9,37,6.0,8.2,0,Doctorat,Finance,Intermédiaire,Lyon,Tech,Grande Entreprise,145200.0
44,8,6,37,9.0,5.3,2,Master,Ventes,Intermédiaire,Paris,Tech,Grande Entreprise,143700.0
31,2,2,35,0.0,5.9,0,Licence,Finance,Junior,Paris,Services,ETI,53900.0
32,0,9,39,2.0,6.3,0,Doctorat,IT,Junior,Paris,Tech,Grande Entreprise,101600.0
28,2,4,43,3.0,6.7,0,Licence,R&D,Intermédiaire,Paris,Tech,PME,92200.0
35,6,4,40,7.0,5.2,2,Licence,Marketing,Senior,Autres,Services,ETI,89400.0
31,0,7,40,2.0,2.9,0,Doctorat,R&D,Junior,Paris,Finance,ETI,82200.0
44,7,4,40,6.0,5.5,1,Licence,RH,Senior,Paris,Finance,Grande Entreprise,148000.0
45,3,3,41,2.0,5.6,0,Licence,Finance,Junior,Paris,Tech,PME,67600.0
46,12,7,40,6.0,5.8,0,Doctorat,R&D,Senior,Toulouse,Industrie,PME,177200.0
42,4,4,42,3.0,5.8,0,Master,R&D,Junior,Marseille,Santé,ETI,73500.0
31,3,2,39,6.0,5.0,1,Licence,IT,Senior,Toulouse,Tech,Grande Entreprise,116300.0
43,2,6,44,3.0,6.4,1,Master,IT,Manager,Toulouse,Finance,PME,164100.0
37,4,4,40,5.0,4.8,0,Licence,RH,Intermédiaire,Paris,Industrie,Startup,61000.0
32,3,4,35,1.0,7.8,0,Master,IT,Junior,Lyon,Industrie,Startup,60700.0
31,2,4,40,1.0,7.5,0,Licence,IT,Junior,Paris,Tech,ETI,72000.0
25,0,2,42,2.0,5.8,0,Licence,Ventes,Junior,Marseille,Finance,Startup,45000.0
22,0,1,45,3.0,5.6,0,Bac,Finance,Junior,Paris,Santé,PME,42900.0
38,2,4,41,13.0,5.9,0,Licence,Ventes,Manager,Autres,Santé,Startup,88600.0
30,2,3,38,5.0,5.6,0,Licence,Finance,Senior,Autres,Services,Grande Entreprise,84800.0
47,12,4,47,7.0,8.2,0,Licence,Marketing,Manager,Toulouse,Tech,PME,205800.0
41,2,5,37,8.0,3.5,0,Master,IT,Intermédiaire,Paris,Santé,Startup,81000.0
34,5,2,40,8.0,7.6,1,Licence,RH,Intermédiaire,Paris,Finance,ETI,97600.0
48,6,3,35,1.0,8.7,1,Licence,IT,Intermédiaire,Autres,Tech,Startup,78600.0
34,2,6,39,2.0,5.2,0,Master,Finance,Junior,Paris,Industrie,PME,68700.0
22,0,0,39,4.0,5.4,0,Bac,Finance,Intermédiaire,Marseille,Services,Grande Entreprise,49700.0
34,8,4,38,4.0,7.5,2,Master,Finance,Intermédiaire,Lyon,Services,Grande Entreprise,121300.0
22,0,6,43,1.0,5.9,0,Master,IT,Junior,Autres,Services,Grande Entreprise,58700.0
30,0,5,40,1.0,7.7,0,Master,R&D,Junior,Lyon,Tech,PME,60300.0
22,0,1,36,0.0,6.7,0,Bac,Ventes,Junior,Toulouse,Tech,PME,36900.0
48,5,4,40,1.0,7.2,1,Master,Ventes,Intermédiaire,Autres,Finance,Grande Entreprise,108700.0
48,19,9,45,11.0,8.4,9,Doctorat,Ventes,Directeur,Autres,Tech,ETI,250000.0
23,0,1,47,2.0,7.2,0,Bac,Finance,Intermédiaire,Lyon,Finance,PME,66300.0
28,1,5,40,2.0,4.1,0,Master,R&D,Junior,Paris,Services,Grande Entreprise,65300.0
27,0,3,37,3.0,4.5,0,Licence,Marketing,Junior,Lyon,Services,Grande Entreprise,43000.0
25,0,0,39,0.0,5.5,0,Bac,IT,Junior,Paris,Industrie,Startup,32700.0
34,3,0,36,3.0,4.4,0,Bac,Finance,Intermédiaire,Autres,Finance,Startup,60900.0
